Date,C5 wt%,Benzene wt%,Bromine Number g/100g,C4 wt%,Styrene wt%,Toluene wt%,Xylenes wt%,C6~C9 NA wt%,C10+ NA wt%,C9 Aro wt%,C10 Aro wt%,DV g/100g,EB wt%
2/2/15,0.6578,38.257,815,0.0094,0.0083,20.8931,5.1028,12.3323,4.1397,7.4852,3.3281,,7.7863
2/2/15,,,788,,,,,,,,,,
3/2/15,,,835,,,,,,,,,,
3/2/15,,,780,,,,,,,,,,
4/2/15,0.6339,37.7808,705,0.0098,0.0045,22.9829,4.8375,11.6972,3.8163,7.0707,3.2564,,7.91
4/2/15,,,715,,,,,,,,,,
5/2/15,,,691,,,,,,,,,,
6/2/15,0.6507,37.6588,720,0.0114,0.007,23.1725,4.7725,11.8955,3.7889,6.9319,3.2009,,7.9099
9/2/15,0.5993,37.4949,732,0.0088,0.0081,21.9679,4.8144,12.115,4.1912,7.3005,3.3955,,8.1044
11/2/15,0.652,39.0284,759,0.0138,0.0085,21.2244,4.5765,12.7049,3.9805,6.8389,3.1927,,7.7794
13/2/15,0.6032,38.2313,769,0.0123,0.0089,20.7807,4.6119,12.6569,4.4888,7.2337,3.419,,7.9533
15/2/15,,,784,,,,,,,,,,
16/2/15,0.6435,40.0249,819,0.0143,0.0085,20.2678,4.4501,12.8596,4.1331,6.7928,3.157,,7.6484
17/2/15,,,810,,,,,,,,,,
18/2/15,0.626,40.7796,793,0.0152,0.0082,20.2491,4.4112,12.7491,3.9506,6.5894,3.0828,,7.5388
20/2/15,0.6612,41.6861,831,0.0237,0.0082,19.7673,4.418,12.8711,3.7935,6.411,3.0152,,7.3447
22/2/15,,,837,,,,,,,,,,
23/2/15,0.5836,39.621,860,0.0179,0.0088,19.7451,4.8436,12.4006,4.3914,7.0921,3.5561,,7.7398
25/2/15,0.5823,38.873,830,0.0194,0.009,19.7434,5.0028,12.4882,4.6046,7.2006,3.6079,,7.8688
25/2/15,,,829,,,,,,,,,,
27/2/15,0.6644,41.1921,861,0.0222,0.0082,19.5104,4.6673,13.3379,3.8984,6.3015,2.9171,,7.4805
27/2/15,,,815,,,,,,,,,,
28/2/15,,,840,,,,,,,,,,
2/3/15,0.6124,40.0957,836,0.0202,0.0083,19.4568,4.8636,13.0918,4.1411,6.8419,3.1241,,7.7441
4/3/15,0.5937,37.7133,835,0.0163,0.0087,19.5437,4.9942,12.503,5.0062,7.6589,3.7537,,8.2083
6/3/15,0.7432,41.6087,735,0.0261,0.0076,19.4733,4.3576,13.0952,3.8721,6.3628,2.9513,,7.5021
9/3/15,0.7517,40.6625,755,0.0218,0.0078,19.6748,4.6583,12.7762,3.6527,6.8455,3.1466,,7.8021
9/3/15,,,730,,,,,,,,,,
11/3/15,0.7061,39.6726,751,0.0156,0.0083,19.6432,4.7316,12.7668,4.2531,6.9534,3.3646,,7.8847
12/3/15,0.7129,41.5105,880,0.0163,0.0078,19.1926,4.4455,13.3272,3.8603,6.4225,2.9685,,7.5359
12/3/15,0.6889,39.9624,896,0.0155,0.0082,19.1985,4.6568,12.9783,4.3208,7.0009,3.2919,,7.8778
13/3/15,0.7404,41.6452,922,0.0209,0.0079,18.9356,4.4011,13.3238,3.9702,6.4572,2.9914,,7.5063
14/3/15,,,892,,,,,,,,,,
15/3/15,,,854,,,,,,,,,,
16/3/15,0.7255,41.8793,972,0.0301,0.0079,18.1778,4.2319,13.1666,4.2554,6.7992,3.0087,,7.7176
16/3/15,,,920,,,,,,,,,,
17/3/15,,,947,,,,,,,,,,
17/3/15,,,940,,,,,,,,,,
17/3/15,,,964,,,,,,,,,,
18/3/15,0.7324,40.875,917,0.0252,0.0078,18.3387,4.3339,13.9448,4.3897,6.6655,2.9183,,7.7687
18/3/15,,,953,,,,,,,,,,
19/3/15,,,926,,,,,,,,,,
19/3/15,,,970,,,,,,,,,,
20/3/15,0.7518,40.8066,983,0.0128,0.0085,18.7006,4.3525,14.2232,6.4312,4.0498,2.9456,,7.7174
20/3/15,,,978,,,,,,,,,,
21/3/15,,,1000,,,,,,,,,,
21/3/15,,,986,,,,,,,,,,
22/3/15,,,980,,,,,,,,,,
23/3/15,0.7495,41.5111,1008,0.0104,0.0086,18.313,3.9037,15.2439,4.342,5.7987,2.7331,,7.386
23/3/15,,,997,,,,,,,,,,
24/3/15,,,952,,,,,,,,,,
25/3/15,0.933,40.5456,,0.0104,0.0086,18.2034,3.9322,15.0773,5.0851,5.8127,2.9329,,7.4588
25/3/15,,,906,,,,,,,,,,
26/3/15,,,958,,,,,,,,,,
26/3/15,,,890,,,,,,,,,,
27/3/15,0.7339,39.8934,890,0.0083,0.0083,18.3873,3.9769,13.6505,8.0928,4.0224,3.2322,,7.994
27/3/15,,,860,,,,,,,,,,
30/3/15,,,,,,,,,,,,,
1/4/15,,,,,,,,,,,,,
3/4/15,,,,,,,,,,,,,
4/4/15,,,,,,,,,,,,,
5/4/15,,,810,,,,,,,,,,
5/4/15,,,253,,,,,,,,,,
5/4/15,,,253,,,,,,,,,,
6/4/15,0.9299,40.6348,318,0.0007,0.0073,17.4839,4.187,12.8271,8.3771,4.2416,3.9004,,7.4102
8/4/15,0.9611,39.5346,358,0.0016,0.0074,17.7506,4.6962,12.6951,5.9693,6.9239,3.8717,,7.5885
10/4/15,1.0009,41.365,410,0.0028,0.007,18.072,4.7089,13.2435,4.5127,6.4382,3.2307,,7.4183
11/4/15,0.8681,38.7309,400,0.0027,0.0076,18.2843,5.0421,12.2753,5.8902,7.1129,4.0026,,7.7833
13/4/15,,,410,,,,,,,,,,
13/4/15,0.7951,36.7423,400,0.0025,0.008,18.4862,5.5393,11.8144,6.3852,7.7345,4.139,,8.3535
15/4/15,0.8387,37.0755,442,0.0043,0.008,18.1258,5.2018,12.3242,7.1006,7.1426,4.1886,,7.9899
15/4/15,,,445,,,,,,,,,,
17/4/15,0.7003,40.7454,531,0.0048,0.0075,17.9403,4.4858,14.3166,4.9991,6.4234,2.8373,,7.5395
17/4/15,,,510,,,,,,,,,,
19/4/15,,,620,,,,,,,,,,
20/4/15,0.7706,43.186,539,0.0042,0.0085,19.2674,4.387,14.2718,3.8107,4.8765,2.0868,,7.3305
20/4/15,,,567,,,,,,,,,,
21/4/15,,,547,,,,,,,,,,
22/4/15,0.7954,42.0178,511,0.0061,0.0082,18.7137,4.4835,13.7154,4.7835,5.3545,2.7086,,7.4133
24/4/15,0.7977,42.6936,540,0.0097,0.0091,18.7637,4.4272,14.1261,4.0886,5.3348,2.2238,,7.5257
26/4/15,0.7955,42.9571,,0.0149,0.009,18.5951,4.3457,14.3218,3.9792,5.3385,2.1654,,7.4778
26/4/15,,,559,,,,,,,,,,
27/4/15,0.7267,41.1828,571,0.0156,0.0098,18.7685,4.6778,13.8763,4.4552,5.8959,2.4372,,7.9542
28/4/15,,,605,,,,,,,,,,
29/4/15,0.7577,39.5898,620,0.0208,0.009,18.7653,5.0946,13.1334,4.6113,6.9547,2.6623,,8.4011
29/4/15,,,621,,,,,,,,,,
1/5/15,0.7537,38.4793,660,0.0229,0.0089,18.7236,5.2477,12.7378,4.94,7.4699,3.0681,,8.5481
2/5/15,0.8715,39.4378,690,0.0311,0.0084,18.5751,5.1074,12.9117,4.615,7.2053,2.9349,,8.3018
3/5/15,,,667,,,,,,,,,,
3/5/15,0.8029,39.0097,653,0.0228,0.008,18.4614,5.2097,12.1083,4.5807,8.0112,3.0857,,8.6996
4/5/15,0.8348,39.5819,660,0.027,0.0078,18.647,5.0974,12.3624,4.5595,7.5295,2.9718,,8.3809
5/5/15,0.8198,38.9021,667,0.0281,0.0079,18.9189,5.3699,12.0649,4.5169,7.6975,3.1378,,8.5362
6/5/15,0.8055,38.2884,698,0.028,0.0084,19.022,5.5641,11.9007,4.554,7.9751,3.2182,,8.6356
7/5/15,,,738,,,,,,,,,,
7/5/15,,,729,,,,,,,,,,
8/5/15,1.0026,37.4025,705,0.0374,0.0081,19.2306,5.8231,12.3111,4.3679,7.9314,3.2482,,8.6371
11/5/15,1.0396,37.0453,757,0.0331,0.0082,19.3279,6.1224,12.5738,4.1145,7.9596,3.1491,,8.6265
12/5/15,,,708,,,,,,,,,,
13/5/15,1.0752,37.5491,747,0.0334,0.0083,19.5454,6.0587,12.6082,4.0342,7.6503,2.9565,,8.4807
15/5/15,0.9465,35.3389,780,0.0346,0.0089,19.604,6.5618,12.1001,4.5268,8.5876,3.2716,,9.0192
16/5/15,,,738,,,,,,,,,,
18/5/15,1.0774,40.6726,817,0.041,0.0077,17.0383,4.8372,13.709,4.4531,7.2456,2.6322,,8.2859
18/5/15,,,822,,,,,,,,,,
19/5/15,,,817,,,,,,,,,,
19/5/15,,,821,,,,,,,,,,
20/5/15,1.0039,41.5338,819,0.0397,0.0074,16.5891,4.364,14.0291,4.4977,7.2537,2.5935,,8.0881
20/5/15,,,795,,,,,,,,,,
21/5/15,,,766,,,,,,,,,,
22/5/15,0.9336,40.0944,829,0.0181,0.0112,16.685,4.661,14.9248,4.5429,7.1787,3.3321,,7.6182
22/5/15,,,834,,,,,,,,,,
23/5/15,,,828,,,,,,,,,,
23/5/15,,,740,,,,,,,,,,
25/5/15,,,754,,,,,,,,,,
25/5/15,0.9863,39.696,806,0.0209,0.0108,16.6738,4.7887,15.2725,4.3448,7.1871,3.5136,,7.5055
26/5/15,,,753,,,,,,,,,,
27/5/15,0.9137,38.9123,,0.0234,0.0105,18.9775,4.6983,14.7496,3.718,5.9376,2.5462,,9.5129
27/5/15,1.0171,40.9637,778,0.0269,0.0097,17.1213,4.8058,15.1943,3.8622,6.8356,2.8629,,7.3005
29/5/15,0.9158,40.3493,722,0.0216,0.0084,18.4492,4.7657,13.3984,4.0081,7.3064,2.7638,,8.0133
1/6/15,0.9407,37.6535,735,0.0292,0.0079,19.4896,4.7042,12.5172,4.7248,8.1527,3.155,,8.6252
3/6/15,1.0497,40.6505,742,0.0415,0.008,18.7844,4.2392,12.8895,4.161,7.3974,2.7305,,8.0483
5/6/15,1.0344,40.6039,702,0.0414,0.0077,19.0935,4.2344,12.6475,4.1517,7.4619,2.6028,,8.1208
7/6/15,,,733,,,,,,,,,,
8/6/15,0.9072,41.8013,699,0.0289,0.0073,19.6711,4.4245,13.6639,3.5703,3.6714,4.3012,,7.9529
8/6/15,0.8377,40.8629,702,0.022,0.0073,19.6316,4.3473,13.2804,3.6448,6.7864,2.4783,,8.1013
10/6/15,0.9948,41.4313,702,0.0407,0.0076,18.1829,4.5734,13.3307,4.3563,6.2199,2.4008,,8.4616
12/6/15,0.9875,44.7949,856,0.0347,0.007,17.2706,3.8759,13.3639,3.9871,5.7282,2.1434,,7.8068
13/6/15,,,872,,,,,,,,,,
13/6/15,,,919,,,,,,,,,,
13/6/15,,,920,,,,,,,,,,
14/6/15,,,897,,,,,,,,,,
15/6/15,0.7666,43.0542,880,0.0234,0.0087,16.7036,3.9486,12.7991,4.6318,7.0318,2.5922,,8.44
15/6/15,,,908,,,,,,,,,,
17/6/15,0.7705,42.0378,887,0.0249,0.0062,16.7069,4.1388,13.1248,4.966,7.0024,2.7811,,8.4406
19/6/15,0.9289,45.2042,890,0.0338,0.0067,16.9152,3.9101,14.082,3.7686,5.2993,2.1094,,7.7418
20/6/15,,,921,,,,,,,,,,
20/6/15,,,972,,,,,,,,,,
21/6/15,,,891,,,,,,,,,,
21/6/15,,,883,,,,,,,,,,
22/6/15,0.9548,44.0767,938,0.0322,0.0071,17.3808,4.0257,14.406,3.839,5.2654,2.1264,,7.8859
22/6/15,,,888,,,,,,,,,,
23/6/15,,,919,,,,,,,,,,
23/6/15,,,900,,,,,,,,,,
24/6/15,0.8496,43.1678,860,0.0265,0.0072,17.7278,4.0847,13.6684,3.9782,6.1052,2.3344,,8.0502
24/6/15,,,871,,,,,,,,,,
24/6/15,,,894,,,,,,,,,,
25/6/15,,,859,,,,,,,,,,
26/6/15,0.8351,42.6691,761,0.0145,0.007,17.8226,4.1156,13.89,3.8988,4.2037,4.5312,,8.0124
27/6/15,,,690,,,,,,,,,,
27/6/15,,,739,,,,,,,,,,
28/6/15,,,680,,,,,,,,,,
28/6/15,,,655,,,,,,,,,,
28/6/15,,,686,,,,,,,,,,
29/6/15,0.8534,42.1323,664,0.0138,0.0068,16.9915,4.1995,12.989,4.7651,7.2945,2.7501,,8.004
29/6/15,,,692,,,,,,,,,,
29/6/15,,,638,,,,,,,,,,
30/6/15,,,730,,,,,,,,,,
30/6/15,,,702,,,,,,,,,,
1/7/15,0.7999,39.6956,663,0.0125,0.0077,17.0945,4.7266,12.2328,5.2266,8.5602,3.2822,,8.3614
1/7/15,,,688,,,,,,,,,,
2/7/15,,,659,,,,,,,,,,
3/7/15,,,676,,,,,,,,,,
3/7/15,0.641,37.2967,690,0.0126,0.0078,17.2617,5.0855,11.29,6.042,9.7048,4.0225,,8.6354
6/7/15,0.8536,39.7723,769,0.0231,0.008,16.8744,4.6659,11.9425,5.0285,9.0789,3.6735,,8.0793
7/7/15,,,755,,,,,,,,,,
7/7/15,0.8535,39.8807,759,0.0213,0.0082,17.0437,4.7737,12.1804,5.1871,8.1989,3.4994,,8.3531
8/7/15,,,,,,,,,,,,,
8/7/15,,,736,,,,,,,,,,
10/7/15,,,,,,,,,,,,,
13/7/15,,,,,,,,,,,,,
15/7/15,0.2819,43.2795,85,0,0.0083,16.2682,3.6204,13.5238,5.0294,6.8911,3.4466,,7.6508
15/7/15,,,95,,,,,,,,,,
16/7/15,,,106,,,,,,,,,,
16/7/15,,,190,,,,,,,,,,
17/7/15,0.6691,39.9282,240,0.0005,0.0076,16.8141,4.1579,11.8905,6.4829,7.7248,3.9015,,8.4229
19/7/15,,,341,,,,,,,,,,
20/7/15,0.6855,37.7528,365,0.001,0.0083,18.963,4.4251,11.8364,6.2636,7.5764,3.6072,,8.8807
20/7/15,,,370,,,,,,,,,,
22/7/15,0.7615,37.0137,446,0.0017,0.007,19.4802,4.5586,10.8242,6.127,8.8177,3.7269,,8.6815
24/7/15,,,466,,,,,,,,,,
24/7/15,0.6799,37.7763,444,0.0022,0.0068,20.1965,4.9645,10.5373,5.3074,8.427,3.3102,,8.7919
24/7/15,,,409,,,,,,,,,,
26/7/15,,,454,,,,,,,,,,
27/7/15,0.8213,37.9142,484,0.0034,0.0071,18.6576,4.8991,10.7487,6.5043,7.8777,3.8264,,8.7402
29/7/15,0.8956,39.4462,561,0.0047,0.0068,18.9659,4.837,10.8824,5.6664,7.4305,3.2618,,8.6027
31/7/15,0.9439,40.4538,760,0.005,0.0066,19.01,4.5663,11.0515,5.4492,7.0645,3.0374,,8.4118
1/8/15,,,809,,,,,,,,,,
1/8/15,,,821,,,,,,,,,,
1/8/15,,,757,,,,,,,,,,
2/8/15,,,815,,,,,,,,,,
2/8/15,,,721,,,,,,,,,,
3/8/15,0.5955,35.4162,668,0.0007,0.0066,22.8553,4.6843,9.4848,5.8034,8.3884,3.5479,,9.2169
5/8/15,0.7188,36.3335,754,0.0028,0.0063,22.0468,4.6342,9.9345,5.8501,7.8541,3.5228,,9.0961
7/8/15,0.8506,38.0048,757,0.0042,0.0063,21.6906,4.3508,10.0926,5.5311,7.3956,3.345,,8.7284
10/8/15,0.9502,39.1712,785,0.0052,0.0062,21.8778,4.0228,10.3971,4.999,7.1053,3.1146,,8.3506
12/8/15,0.8763,38.6335,787,0.0052,0.006,21.9034,4.212,10.1531,7.7986,4.6684,3.1654,,8.5781
14/8/15,0.8166,38.5192,878,0.0052,0.0062,20.8658,4.3001,9.9754,5.6574,7.8208,3.4529,,8.5804
15/8/15,,,900,,,,,,,,,,
15/8/15,,,844,,,,,,,,,,
16/8/15,,,793,,,,,,,,,,
17/8/15,0.7293,37.601,917,0.0055,0.0074,19.4935,4.5173,9.4024,6.6801,8.7544,3.9116,,8.8975
17/8/15,,,891,,,,,,,,,,
17/8/15,,,859,,,,,,,,,,
18/8/15,,,922,,,,,,,,,,
19/8/15,,,903,,,,,,,,,,
19/8/15,0.6738,38.0485,827,0.0048,0.0074,19.7264,4.5128,9.4873,6.3862,8.4646,3.5629,,9.1253
19/8/15,,,881,,,,,,,,,,
21/8/15,0.8215,40.1963,950,0.0072,0.0073,19.4578,4.1705,10.1175,5.8174,7.4758,3.3273,,8.6014
22/8/15,,,935,,,,,,,,,,
22/8/15,,,902,,,,,,,,,,
23/8/15,,,927,,,,,,,,,,
23/8/15,,,894,,,,,,,,,,
24/8/15,0.9745,42.9848,813,0.0077,0.0065,18.5672,3.6692,11.3607,5.1673,6.2658,2.7122,,8.2841
24/8/15,,,862,,,,,,,,,,
26/8/15,1.0523,42.9034,690,0.0042,0.0066,18.1631,3.5001,11.2422,5.3082,7.0566,2.8016,,7.9617
28/8/15,0.9107,42.6341,602,0.0048,0.0071,18.2824,3.6165,11.956,5.2854,6.0859,2.7174,,8.4997
31/8/15,0.9042,41.8765,630,0.0055,0.0068,19.078,4.8751,10.8402,4.3804,6.8534,2.618,,8.5619
2/9/15,0.7692,43.7327,650,0.0108,0.0071,18.1433,4.0229,10.6356,5.0194,6.796,2.7786,,8.0844
2/9/15,,,664,,,,,,,,,,
4/9/15,0.7441,39.7977,650,0.0139,0.0067,20.4484,4.3484,9.7526,5.1927,8.0368,3.194,,8.4647
7/9/15,0.7729,41.2122,680,0.0141,0.007,20.5498,3.8796,11.0934,4.4786,6.925,3.0294,,8.038
9/9/15,0.7902,40.3826,663,0.0139,0.0069,20.387,3.678,11.206,4.92,7.1302,3.4247,,8.0605
11/9/15,0.8511,41.26,685,0.0113,0.0076,19.2999,3.8568,11.5292,4.5966,7.1697,3.4886,,7.9292
14/9/15,0.8944,41.0037,814,0.0131,0.008,18.6231,4.2331,11.8853,4.6298,7.1922,3.4527,,8.0646
15/9/15,,,800,,,,,,,,,,
15/9/15,,,826,,,,,,,,,,
16/9/15,0.9282,42.8561,883,0.0127,0.0073,18.2857,3.8815,12.7688,4.0932,6.632,3.2378,,7.2967
17/9/15,,,812,,,,,,,,,,
18/9/15,0.8419,40.3414,838,0.0106,0.0087,18.1733,4.3189,12.5177,4.9208,7.213,3.7088,,7.9449
21/9/15,0.7596,38.7911,833,0.0093,0.0092,18.3156,4.2631,11.8845,5.9565,7.7156,3.7131,,8.5824
23/9/15,0.8509,39.6919,764,0.0075,0.0087,18.8145,3.934,12.3247,5.2823,7.5198,3.4976,,8.0681
24/9/15,,,815,,,,,,,,,,
24/9/15,,,859,,,,,,,,,,
25/9/15,0.9364,40.792,872,0.0089,0.0059,19.2155,3.8719,11.6695,5.0027,7.3427,3.0437,,8.1108
25/9/15,,,854,,,,,,,,,,
26/9/15,,,844,,,,,,,,,,
27/9/15,,,726,,,,,,,,,,
28/9/15,0.9278,42.0021,731,0.0068,0.0075,18.8531,3.8599,12.3758,4.5066,6.6224,2.8459,,7.9921
30/9/15,0.8915,40.6684,635,0.007,0.0063,18.5513,4.1938,12.4894,4.8062,4.6717,5.6438,,8.0706
30/9/15,,,658,,,,,,,,,,
1/10/15,,,663,,,,,,,,,,
2/10/15,0.969,41.333,599,0.0048,0.008,18.5013,4.211,13.2495,4.2574,6.769,2.9131,,7.7839
2/10/15,,,607,,,,,,,,,,
3/10/15,,,613,,,,,,,,,,
4/10/15,,,510,,,,,,,,,,
5/10/15,0.8583,40.7159,503,0.002,0.0075,18.2273,4.2484,11.7591,4.8427,7.6277,3.6689,,8.0422
5/10/15,,,454,,,,,,,,,,
6/10/15,,,453,,,,,,,,,,
6/10/15,,,448,,,,,,,,,,
7/10/15,0.8819,42.4218,395,0.0003,0.0083,18.0918,3.9837,11.3346,4.99,6.6942,3.2388,,8.3546
9/10/15,,,,,,,,,,,,,
12/10/15,,,,,,,,,,,,,
14/10/15,,,,,,,,,,,,,
16/10/15,,,,,,,,,,,,,
1/11/15,0.5106,38.1145,,0.0038,0.0056,37.4255,2.6337,7.4173,2.3324,3.6638,1.6069,,6.2859
2/11/15,,,,,,,,,,,,,
3/11/15,,,180,,,,,,,,,,
3/11/15,,,187,,,,,,,,,,
3/11/15,0.8762,41.8534,151,0,0.0075,17.1352,3.1821,13.4563,6.6387,5.9524,4.0901,,6.8081
4/11/15,0.6041,40.8724,,0,0.0079,17.4465,3.2207,13.6332,6.1665,6.902,4.1806,,6.9661
5/11/15,,,183,,,,,,,,,,
6/11/15,0.724,38.7838,175,0.0006,0.0095,18.803,3.9685,14.961,4.0675,7.6797,2.8406,,8.1618
7/11/15,,,189,,,,,,,,,,
7/11/15,,,200,,,,,,,,,,
9/11/15,0.5836,37.4935,189,0.0008,0.0089,21.1606,4.6538,12.2366,4.004,7.454,4.8932,,7.511
11/11/15,1.2198,38.3128,161,0.0012,0.009,19.3326,4.3826,13.9888,4.286,7.1205,4.0923,,7.2544
11/11/15,,,182,,,,,,,,,,
12/11/15,,,166,,,,,,,,,,
13/11/15,0.5915,40.2167,158,0.0009,0.009,17.7019,4.3783,13.3766,4.6659,7.3381,4.0153,,7.7058
13/11/15,,,164,,,,,,,,,,
14/11/15,,,156,,,,,,,,,,
16/11/15,0.9115,39.8216,160,0.0023,0.009,17.3652,4.2392,13.3727,5.0314,7.3,4.2865,,7.6606
16/11/15,,,159,,,,,,,,,,
17/11/15,,,159,,,,,,,,,,
18/11/15,0.7876,41.0679,156,0.0013,0.0086,16.7504,3.9015,14.1981,4.9475,6.9555,3.7815,,7.6001
18/11/15,,,153,,,,,,,,,,
18/11/15,,,155,,,,,,,,,,
19/11/15,,,185,,,,,,,,,,
19/11/15,,,151,,,,,,,,,,
20/11/15,0.8295,39.0111,168,0.0017,0.0089,17.0013,4.4636,13.6058,4.9976,7.9948,3.9925,,8.0932
20/11/15,,,155,,,,,,,,,,
20/11/15,,,165,,,,,,,,,,
21/11/15,,,157,,,,,,,,,,
22/11/15,,,168,,,,,,,,,,
23/11/15,1.2965,33.3218,154,0.0017,0.0096,18.3366,6.3279,12.4509,4.8387,9.2694,5.4576,,8.6893
23/11/15,,,155,,,,,,,,,,
24/11/15,,,191,,,,,,,,,,
24/11/15,0.9032,34.9858,,0.0015,0.0114,19.3304,5.5538,12.947,4.0708,7.0551,3.8589,,11.2821
25/11/15,0.8519,33.8429,150,0.0016,0.0098,18.1458,6.3425,12.8514,5.0857,9.0453,5.3021,,8.521
27/11/15,1.8674,35.2945,152,0.002,0.0094,18.2731,6.0376,13.4696,4.2005,8.2246,4.3375,,8.2838
28/11/15,0.9219,34.6659,,0.001,0.0099,18.4871,6.1926,13.7831,4.6844,8.4783,4.2394,,8.5364
29/11/15,0.7421,35.1691,,0.0016,0.0099,18.2331,6.146,14.4612,4.5651,8.338,3.9241,,8.4098
29/11/15,0.9864,33.1903,,0.0014,0.0121,19.4602,6.3777,13.2471,3.8747,7.226,3.8178,,11.8063
30/11/15,0.7107,34.596,152,0.0016,0.01,18.01,6.3445,14.4609,4.3381,8.5464,3.91,,9.0718
30/11/15,0.9183,33.4279,,0.0015,0.0128,19.3528,6.4076,13.5405,3.858,7.1729,3.6197,,11.688
1/12/15,,,136,,,,,,,,,,
2/12/15,,,136,,,,,,,,,,
3/12/15,1.4889,34.2513,139,0.0017,0.0106,17.5122,6.3516,14.8477,4.268,8.1123,3.7298,,9.4259
3/12/15,0.9547,33.2746,,0.0015,0.0126,19.2771,6.5201,13.9637,3.8464,7.2692,3.459,,11.4211
3/12/15,,,156,,,,,,,,,,
4/12/15,1.0876,35.669,156,0.0004,0.01,16.9616,5.8937,14.4406,4.1846,9.2337,3.9292,,8.5896
4/12/15,,,156,,,,,,,,,,
5/12/15,,,151,,,,,,,,,,
5/12/15,,,156,,,,,,,,,,
5/12/15,,,173,,,,,,,,,,
6/12/15,,,156,,,,,,,,,,
6/12/15,,,155,,,,,,,,,,
7/12/15,0.8475,39.2205,159,0.0003,0.0093,17.7726,4.9626,14.0806,4.1735,7.6509,3.3064,,7.9758
7/12/15,,,156,,,,,,,,,,
8/12/15,,,157,,,,,,,,,,
9/12/15,0.7128,38.93,145,0.0006,0.0088,18.1198,4.8648,13.6749,4.1776,7.7775,3.7169,,8.0163
8/12/15,,,155,,,,,,,,,,
9/12/15,,,157,,,,,,,,,,
10/12/15,,,158,,,,,,,,,,
11/12/15,0.7141,39.0692,148,0.0006,0.0076,19.0041,4.8566,13.0781,4.0976,7.5202,3.5581,,8.0938
11/12/15,,,154,,,,,,,,,,
12/12/15,,,150,,,,,,,,,,
12/12/15,,,153,,,,,,,,,,
13/12/15,,,155,,,,,,,,,,
13/12/15,,,146,,,,,,,,,,
14/12/15,0.5489,37.7786,154,0.0007,0.0096,18.9255,5.151,12.6997,4.6362,7.9157,4.2021,,8.132
15/12/15,,,155,,,,,,,,,,
16/12/15,0.6562,38.5082,163,0.0012,0.0097,18.0121,4.8343,13.1664,4.732,7.9315,3.8387,,8.3097
17/12/15,,,149,,,,,,,,,,
18/12/15,0.6071,39.3689,156,0.0008,0.0114,17.4424,4.2929,13.717,4.6864,7.8622,4.0927,,7.9182
18/12/15,0.6216,36.8838,,0.0011,0.0112,19.467,5.0871,13.2708,3.9388,6.9549,3.3753,,10.3884
18/12/15,0.6215,38.7482,,0.0007,0.0116,17.5296,4.4097,13.0057,4.9556,8.3963,4.1786,,8.1425
18/12/15,0.6181,36.481,,0.0012,0.0115,19.3777,5.1067,13.2781,4.0838,7.1058,3.506,,10.4301
19/12/15,0.6449,39.6998,,0.0006,0.0109,17.273,4.1003,14.3802,4.6423,7.6554,3.9795,,7.6131
19/12/15,,,151,,,,,,,,,,
20/12/15,,,162,,,,,,,,,,
21/12/15,0.6504,38.2405,165,0.0011,0.0108,17.6872,4.6657,12.9539,4.488,8.1722,5.3053,,7.8249
21/12/15,0.6464,38.1217,,0.001,0.0158,17.838,4.689,12.8137,4.4728,8.1955,5.3311,,7.875
22/12/15,0.6767,39.7116,154,0.0014,0.0111,17.8654,4.6189,12.9952,4.155,7.5955,4.7789,,7.5903
23/12/15,0.596,38.1585,153,0.0009,0.0117,17.6764,4.7341,13.021,4.7855,8.1596,5.0286,,7.8277
25/12/15,0.6978,36.1305,155,0.002,0.0113,17.9644,5.3827,12.6387,4.7315,8.8596,5.2971,,8.2844
27/12/15,0.6386,37.2417,154,0.0018,0.0098,18.3137,5.5038,13.1271,4.0706,8.5057,4.3812,,8.206
28/12/15,0.7243,34.4048,156,0.0022,0.01,18.3621,5.8769,11.993,5.0203,9.5555,5.3949,,8.656
29/12/15,,,141,,,,,,,,,,
30/12/15,0.6724,37.3724,145,0.0018,0.0091,18.4919,5.3495,12.7442,4.2179,8.4017,4.5616,,8.1775
31/12/15,0.6804,38.0557,132,0.0022,0.0094,18.5895,5.2158,12.7547,4.022,8.1647,4.4367,,8.0689
1/1/16,0.6587,37.3607,159,0.0024,0.0092,18.5756,5.3466,12.1105,4.275,8.5304,4.9634,,8.1675
2/1/16,,,141,,,,,,,,,,
3/1/16,0.6514,37.0774,155,0.0036,0.0095,18.661,5.4028,11.6282,4.3969,8.6931,5.2256,,8.2505
3/1/16,,,153,,,,,,,,,,
4/1/16,0.596,40.3924,159,0.0024,0.0097,17.6458,5.0416,11.2804,4.0817,8.0635,4.9654,,7.9211
5/1/16,0.5385,42.6391,153,0.002,0.0102,16.7736,4.723,11.1747,4.092,7.7328,4.5566,,7.7575
5/1/16,,,146,,,,,,,,,,
6/1/16,0.5631,41.7852,160,0.0022,0.0095,16.7102,4.8303,11.4197,4.2143,7.8702,4.7282,,7.8671
7/1/16,0.5918,41.8588,151,0.0026,0.0095,16.4774,4.8477,11.3041,4.3099,7.9671,4.7268,,7.9043
8/1/16,0.6321,41.8881,163,0.0028,0.0093,16.6488,4.9456,11.6667,4.0384,7.7644,4.6192,,7.7846
10/1/16,0.6193,40.1488,162,0.0023,0.0094,17.35,5.3955,11.7427,3.9819,8.0647,4.7014,,7.984
